role_key,role_family,seniority_level,base_comp,source,employer_type,region,period
AA,AA,L3,105884.4,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L4,157582.16,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,109376.26,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.manager,MGR,manager,147817.05,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,103000.0,public_record,Academic Medical Center,Midwest,2025-11-01
PM,PM,L3,146673.14,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,91080.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,121246.35,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,114971.59,public_record,Academic Medical Center,Midwest,2025-11-01
BI,BI,L2,98027.16,public_record,Academic Medical Center,Midwest,2025-11-01
BI,BI,L2,95527.41,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,127200.98,public_record,Academic Medical Center,Midwest,2025-11-01
PM,PM,L3,121275.0,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,119314.9,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,108902.2,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,139050.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,119822.99,public_record,Academic Medical Center,Midwest,2025-11-01
PM,PM,L3,143729.81,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,112350.0,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L1,52411.9,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,98985.52,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,118031.33,public_record,Academic Medical Center,Midwest,2025-11-01
SEC,SEC,L2,107983.79,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,111867.85,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,99429.59,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L2,113516.3,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,115304.07,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,118450.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,78201.94,public_record,Academic Medical Center,Midwest,2025-11-01
PT,PT,L3,91445.62,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,88198.9,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,104442.84,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,82482.4,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,73130.0,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.manager,MGR,manager,145420.45,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,123232.52,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,96218.25,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,73081.58,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,92700.0,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,141983.82,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,156196.88,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,105255.73,public_record,Academic Medical Center,Midwest,2025-11-01
BI,BI,L4,121088.94,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,105487.23,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,95481.0,public_record,Academic Medical Center,Midwest,2025-11-01
PM,PM,L3,135795.2,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.sr_manager,MGR,sr_manager,139657.49,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,107037.51,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L4,147000.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,129780.0,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,109100.38,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,121730.4,public_record,Academic Medical Center,Midwest,2025-11-01
PT,PT,L3,81146.44,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L2,91351.98,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,110591.4,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,82500.89,public_record,Academic Medical Center,Midwest,2025-11-01
SEC,SEC,L3,147383.48,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,133249.67,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,121617.49,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,102683.79,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,116463.19,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,125561.7,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,154426.26,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L1,53606.6,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,79966.89,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,97552.89,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,164783.48,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,66950.0,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,156358.22,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,127473.83,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,111940.73,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.sr_manager,MGR,sr_manager,141214.43,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,146022.76,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,137009.79,public_record,Academic Medical Center,Midwest,2025-11-01
